Year,NOC,Rank,Gold,Silver,Bronze,Total,Market_Share_Gold,Market_Share_Total,Total_Events,is_host,Host_NOC,years_since_last,crossed_war,years_since_hosted,olympic_experience,first_medal_year,is_post_soviet,years_since_independence,NOC_original
2016,IND,67,0,1,1,2,0.0,0.002932551319648094,682,0,BRA,4.0,0,999,116,1900,0,0,India
2020,IND,48,1,2,4,7,0.001314060446780552,0.009198423127463863,761,0,JPN,4.0,0,999,120,1900,0,0,India
2024,IND,71,0,1,5,6,0.0,0.008130081300813009,738,0,FRA,4.0,0,999,124,1900,0,0,India
2016,IOA,51,1,0,1,2,0.001466275659824047,0.002932551319648094,682,0,BRA,0.0,0,999,0,2016,0,0,Independent Olympic Athletes
1948,IRI,34,0,0,1,1,0.0,0.003205128205128205,312,0,GBR,0.0,1,999,0,1948,0,0,Iran
1952,IRI,30,0,3,4,7,0.0,0.020710059171597635,338,0,FIN,4.0,0,999,4,1948,0,0,Iran
1956,IRI,14,2,2,1,5,0.005847953216374269,0.014619883040935672,342,0,AUS,4.0,0,999,8,1948,0,0,Iran
1960,IRI,27,0,1,3,4,0.0,0.011764705882352941,340,0,ITA,4.0,0,999,12,1948,0,0,Iran
1964,IRI,34,0,0,2,2,0.0,0.005405405405405406,370,0,JPN,4.0,0,999,16,1948,0,0,Iran
1968,IRI,19,2,1,2,5,0.0051813471502590676,0.012953367875647668,386,0,MEX,4.0,0,999,20,1948,0,0,Iran
1972,IRI,28,0,2,1,3,0.0,0.00683371298405467,439,0,GER,4.0,0,999,24,1948,0,0,Iran
1976,IRI,33,0,1,1,2,0.0,0.0045045045045045045,444,0,CAN,4.0,0,999,28,1948,0,0,Iran
1988,IRI,36,0,1,0,1,0.0,0.001893939393939394,528,0,KOR,12.0,0,999,40,1948,0,0,Iran
1992,IRI,44,0,1,2,3,0.0,0.005235602094240838,573,0,ESP,4.0,0,999,44,1948,0,0,Iran
1996,IRI,43,1,1,1,3,0.0016556291390728477,0.004966887417218543,604,0,USA,4.0,0,999,48,1948,0,0,Iran
2000,IRI,27,3,0,1,4,0.004497751124437781,0.005997001499250375,667,0,AUS,4.0,0,999,52,1948,0,0,Iran
2004,IRI,29,2,2,2,6,0.0029895366218236174,0.008968609865470852,669,0,GRE,4.0,0,999,56,1948,0,0,Iran
2008,IRI,52,1,0,1,2,0.0014858841010401188,0.0029717682020802376,673,0,CHN,4.0,0,999,60,1948,0,0,Iran
2012,IRI,12,7,5,1,13,0.010447761194029851,0.019402985074626865,670,0,GBR,4.0,0,999,64,1948,0,0,Iran
2016,IRI,24,3,1,4,8,0.004398826979472141,0.011730205278592375,682,0,BRA,4.0,0,999,68,1948,0,0,Iran
2020,IRI,27,3,2,2,7,0.003942181340341655,0.009198423127463863,761,0,JPN,4.0,0,999,72,1948,0,0,Iran
2024,IRI,21,3,6,3,12,0.0040650406504065045,0.016260162601626018,738,0,FRA,4.0,0,999,76,1948,0,0,Iran
1928,IRL,24,1,0,0,1,0.003968253968253968,0.003968253968253968,252,0,NED,0.0,0,999,0,1928,0,0,Ireland
1932,IRL,16,2,0,0,2,0.007462686567164179,0.007462686567164179,268,0,USA,4.0,0,999,4,1928,0,0,Ireland
1952,IRL,34,0,1,0,1,0.0,0.0029585798816568047,338,0,FIN,20.0,0,999,24,1928,0,0,Ireland
1956,IRL,21,1,1,3,5,0.0029239766081871343,0.014619883040935672,342,0,AUS,4.0,0,999,28,1928,0,0,Ireland
1964,IRL,35,0,0,1,1,0.0,0.002702702702702703,370,0,JPN,8.0,0,999,36,1928,0,0,Ireland
1980,IRL,31,0,1,1,2,0.0,0.004405286343612335,454,0,RUS,16.0,0,999,52,1928,0,0,Ireland
1984,IRL,33,0,1,0,1,0.0,0.0020325203252032522,492,0,USA,4.0,0,999,56,1928,0,0,Ireland
1992,IRL,32,1,1,0,2,0.0017452006980802793,0.0034904013961605585,573,0,ESP,8.0,0,999,64,1928,0,0,Ireland
1996,IRL,28,3,0,1,4,0.004966887417218543,0.006622516556291391,604,0,USA,4.0,0,999,68,1928,0,0,Ireland
2000,IRL,64,0,1,0,1,0.0,0.0014992503748125937,667,0,AUS,4.0,0,999,72,1928,0,0,Ireland
2008,IRL,64,0,1,2,3,0.0,0.004457652303120356,673,0,CHN,8.0,0,999,80,1928,0,0,Ireland
2012,IRL,41,1,1,4,6,0.0014925373134328358,0.008955223880597015,670,0,GBR,4.0,0,999,84,1928,0,0,Ireland
2016,IRL,63,0,2,0,2,0.0,0.002932551319648094,682,0,BRA,4.0,0,999,88,1928,0,0,Ireland
2020,IRL,39,2,0,2,4,0.002628120893561104,0.005256241787122208,761,0,JPN,4.0,0,999,92,1928,0,0,Ireland
2024,IRL,19,4,0,3,7,0.005420054200542005,0.009485094850948509,738,0,FRA,4.0,0,999,96,1928,0,0,Ireland
1960,IRQ,41,0,0,1,1,0.0,0.0029411764705882353,340,0,ITA,0.0,0,999,0,1960,0,0,Iraq
1956,ISL,31,0,1,0,1,0.0,0.0029239766081871343,342,0,AUS,0.0,0,999,0,1956,0,0,Iceland
1984,ISL,43,0,0,1,1,0.0,0.0020325203252032522,492,0,USA,28.0,0,999,28,1956,0,0,Iceland
2000,ISL,71,0,0,1,1,0.0,0.0014992503748125937,667,0,AUS,16.0,0,999,44,1956,0,0,Iceland
2008,ISL,72,0,1,0,1,0.0,0.0014858841010401188,673,0,CHN,8.0,0,999,52,1956,0,0,Iceland
1992,ISR,48,0,1,1,2,0.0,0.0034904013961605585,573,0,ESP,0.0,0,999,0,1992,0,0,Israel
1996,ISR,71,0,0,1,1,0.0,0.0016556291390728477,604,0,USA,4.0,0,999,4,1992,0,0,Israel
2000,ISR,71,0,0,1,1,0.0,0.0014992503748125937,667,0,AUS,4.0,0,999,8,1992,0,0,Israel
2004,ISR,52,1,0,1,2,0.0014947683109118087,0.0029895366218236174,669,0,GRE,4.0,0,999,12,1992,0,0,Israel
2008,ISR,82,0,0,1,1,0.0,0.0014858841010401188,673,0,CHN,4.0,0,999,16,1992,0,0,Israel
2016,ISR,77,0,0,2,2,0.0,0.002932551319648094,682,0,BRA,8.0,0,999,24,1992,0,0,Israel
2020,ISR,39,2,0,2,4,0.002628120893561104,0.005256241787122208,761,0,JPN,4.0,0,999,28,1992,0,0,Israel
2024,ISR,41,1,5,1,7,0.0013550135501355014,0.009485094850948509,738,0,FRA,4.0,0,999,32,1992,0,0,Israel
1900,ITA,8,3,2,0,5,0.012711864406779662,0.0211864406779661,236,0,FRA,0.0,0,999,0,1900,0,0,Italy
1908,ITA,9,2,2,0,4,0.00749063670411985,0.0149812734082397,267,0,GBR,8.0,0,999,8,1900,0,0,Italy
1912,ITA,11,3,1,2,6,0.012711864406779662,0.025423728813559324,236,0,SWE,4.0,0,999,12,1900,0,0,Italy
1920,ITA,7,13,5,5,23,0.03581267217630854,0.06336088154269973,363,0,BEL,8.0,1,999,20,1900,0,0,Italy
1924,ITA,5,8,3,5,16,0.0273972602739726,0.0547945205479452,292,0,FRA,4.0,0,999,24,1900,0,0,Italy
1928,ITA,5,7,5,7,19,0.027777777777777776,0.07539682539682539,252,0,NED,4.0,0,999,28,1900,0,0,Italy
1932,ITA,2,12,12,12,36,0.04477611940298507,0.13432835820895522,268,0,USA,4.0,0,999,32,1900,0,0,Italy
1936,ITA,4,9,13,5,27,0.029801324503311258,0.08940397350993377,302,0,GER,4.0,0,999,36,1900,0,0,Italy
1948,ITA,5,8,11,8,27,0.02564102564102564,0.08653846153846154,312,0,GBR,12.0,1,999,48,1900,0,0,Italy
1952,ITA,5,8,9,4,21,0.023668639053254437,0.0621301775147929,338,0,FIN,4.0,0,999,52,1900,0,0,Italy
1956,ITA,5,8,8,9,25,0.023391812865497075,0.07309941520467836,342,0,AUS,4.0,0,999,56,1900,0,0,Italy
1960,ITA,3,13,10,13,36,0.03823529411764706,0.10588235294117647,340,1,ITA,4.0,0,0,60,1900,0,0,Italy
1964,ITA,5,10,10,7,27,0.02702702702702703,0.07297297297297298,370,0,JPN,4.0,0,4,64,1900,0,0,Italy
1968,ITA,13,3,4,9,16,0.007772020725388601,0.04145077720207254,386,0,MEX,4.0,0,8,68,1900,0,0,Italy
1972,ITA,10,5,3,10,18,0.011389521640091117,0.04100227790432802,439,0,GER,4.0,0,12,72,1900,0,0,Italy
1976,ITA,14,2,7,4,13,0.0045045045045045045,0.02927927927927928,444,0,CAN,4.0,0,16,76,1900,0,0,Italy
1980,ITA,5,8,3,4,15,0.01762114537444934,0.03303964757709251,454,0,RUS,4.0,0,20,80,1900,0,0,Italy
1984,ITA,5,14,6,12,32,0.028455284552845527,0.06504065040650407,492,0,USA,4.0,0,24,84,1900,0,0,Italy
1988,ITA,10,6,4,4,14,0.011363636363636364,0.026515151515151516,528,0,KOR,4.0,0,28,88,1900,0,0,Italy
1992,ITA,12,6,5,8,19,0.010471204188481676,0.03315881326352531,573,0,ESP,4.0,0,32,92,1900,0,0,Italy
1996,ITA,6,13,10,12,35,0.02152317880794702,0.057947019867549666,604,0,USA,4.0,0,36,96,1900,0,0,Italy
2000,ITA,7,13,8,13,34,0.019490254872563718,0.050974512743628186,667,0,AUS,4.0,0,40,100,1900,0,0,Italy
2004,ITA,8,10,11,11,32,0.014947683109118086,0.04783258594917788,669,0,GRE,4.0,0,44,104,1900,0,0,Italy
2008,ITA,9,8,9,10,27,0.01188707280832095,0.04011887072808321,673,0,CHN,4.0,0,48,108,1900,0,0,Italy
2012,ITA,9,8,9,11,28,0.011940298507462687,0.041791044776119404,670,0,GBR,4.0,0,52,112,1900,0,0,Italy
2016,ITA,9,8,12,8,28,0.011730205278592375,0.04105571847507331,682,0,BRA,4.0,0,56,116,1900,0,0,Italy
2020,ITA,10,10,10,20,40,0.013140604467805518,0.052562417871222074,761,0,JPN,4.0,0,60,120,1900,0,0,Italy
2024,ITA,9,12,13,15,40,0.016260162601626018,0.05420054200542006,738,0,FRA,4.0,0,64,124,1900,0,0,Italy
1992,Independent Olympic Participants,44,0,1,2,3,0.0,0.005235602094240838,573,0,ESP,0.0,0,999,0,1992,0,0,Independent Olympic Participants
1984,Ivory Coast,33,0,1,0,1,0.0,0.0020325203252032522,492,0,USA,0.0,0,999,0,1984,0,0,Ivory Coast
2016,Ivory Coast,51,1,0,1,2,0.001466275659824047,0.002932551319648094,682,0,BRA,32.0,0,999,32,1984,0,0,Ivory Coast
2020,Ivory Coast,86,0,0,1,1,0.0,0.001314060446780552,761,0,JPN,4.0,0,999,36,1984,0,0,Ivory Coast
2024,Ivory Coast,84,0,0,1,1,0.0,0.0013550135501355014,738,0,FRA,4.0,0,999,40,1984,0,0,Ivory Coast
1948,JAM,20,1,2,0,3,0.003205128205128205,0.009615384615384616,312,0,GBR,0.0,1,999,0,1948,0,0,Jamaica
1952,JAM,13,2,3,0,5,0.005917159763313609,0.014792899408284023,338,0,FIN,4.0,0,999,4,1948,0,0,Jamaica
1968,JAM,39,0,1,0,1,0.0,0.0025906735751295338,386,0,MEX,16.0,0,999,20,1948,0,0,Jamaica
1972,JAM,43,0,0,1,1,0.0,0.002277904328018223,439,0,GER,4.0,0,999,24,1948,0,0,Jamaica
1976,JAM,21,1,1,0,2,0.0022522522522522522,0.0045045045045045045,444,0,CAN,4.0,0,999,28,1948,0,0,Jamaica
1980,JAM,34,0,0,3,3,0.0,0.006607929515418502,454,0,RUS,4.0,0,999,32,1948,0,0,Jamaica
1984,JAM,28,0,1,2,3,0.0,0.006097560975609756,492,0,USA,4.0,0,999,36,1948,0,0,Jamaica
1988,JAM,34,0,2,0,2,0.0,0.003787878787878788,528,0,KOR,4.0,0,999,40,1948,0,0,Jamaica
1992,JAM,38,0,3,1,4,0.0,0.006980802792321117,573,0,ESP,4.0,0,999,44,1948,0,0,Jamaica
1996,JAM,39,1,3,2,6,0.0016556291390728477,0.009933774834437087,604,0,USA,4.0,0,999,48,1948,0,0,Jamaica
2000,JAM,54,0,6,3,9,0.0,0.013493253373313344,667,0,AUS,4.0,0,999,52,1948,0,0,Jamaica
2004,JAM,35,2,1,2,5,0.0029895366218236174,0.007473841554559043,669,0,GRE,4.0,0,999,56,1948,0,0,Jamaica
2008,JAM,15,5,4,2,11,0.007429420505200594,0.01634472511144131,673,0,CHN,4.0,0,999,60,1948,0,0,Jamaica
2012,JAM,18,4,5,4,13,0.005970149253731343,0.019402985074626865,670,0,GBR,4.0,0,999,64,1948,0,0,Jamaica
2016,JAM,16,6,3,2,11,0.008797653958944282,0.016129032258064516,682,0,BRA,4.0,0,999,68,1948,0,0,Jamaica
2020,JAM,21,4,1,4,9,0.005256241787122208,0.011826544021024968,761,0,JPN,4.0,0,999,72,1948,0,0,Jamaica
2024,JAM,44,1,3,2,6,0.0013550135501355014,0.008130081300813009,738,0,FRA,4.0,0,999,76,1948,0,0,Jamaica
2016,JOR,54,1,0,0,1,0.001466275659824047,0.001466275659824047,682,0,BRA,0.0,0,999,0,2016,0,0,Jordan
2020,JOR,74,0,1,1,2,0.0,0.002628120893561104,761,0,JPN,4.0,0,999,4,2016,0,0,Jordan
2024,JOR,74,0,1,0,1,0.0,0.0013550135501355014,738,0,FRA,4.0,0,999,8,2016,0,0,Jordan
1920,JPN,17,0,2,0,2,0.0,0.005509641873278237,363,0,BEL,0.0,1,999,0,1920,0,0,Japan
1924,JPN,23,0,0,1,1,0.0,0.003424657534246575,292,0,FRA,4.0,0,999,4,1920,0,0,Japan
1928,JPN,15,2,2,1,5,0.007936507936507936,0.01984126984126984,252,0,NED,4.0,0,999,8,1920,0,0,Japan
1932,JPN,5,7,7,4,18,0.026119402985074626,0.06716417910447761,268,0,USA,4.0,0,999,12,1920,0,0,Japan
1936,JPN,8,6,4,10,20,0.019867549668874173,0.06622516556291391,302,0,GER,4.0,0,999,16,1920,0,0,Japan
1952,JPN,17,1,6,2,9,0.0029585798816568047,0.026627218934911243,338,0,FIN,16.0,0,999,32,1920,0,0,Japan
1956,JPN,10,4,10,5,19,0.011695906432748537,0.05555555555555555,342,0,AUS,4.0,0,999,36,1920,0,0,Japan
1960,JPN,8,4,7,7,18,0.011764705882352941,0.052941176470588235,340,0,ITA,4.0,0,999,40,1920,0,0,Japan
1964,JPN,3,16,5,8,29,0.043243243243243246,0.07837837837837838,370,1,JPN,4.0,0,0,44,1920,0,0,Japan
1968,JPN,3,11,7,7,25,0.02849740932642487,0.06476683937823834,386,0,MEX,4.0,0,4,48,1920,0,0,Japan
1972,JPN,5,13,8,8,29,0.029612756264236904,0.06605922551252848,439,0,GER,4.0,0,8,52,1920,0,0,Japan
1976,JPN,5,9,6,10,25,0.02027027027027027,0.05630630630630631,444,0,CAN,4.0,0,12,56,1920,0,0,Japan
1984,JPN,7,10,8,14,32,0.02032520325203252,0.06504065040650407,492,0,USA,8.0,0,20,64,1920,0,0,Japan
1988,JPN,14,4,3,7,14,0.007575757575757576,0.026515151515151516,528,0,KOR,4.0,0,24,68,1920,0,0,Japan
1992,JPN,17,3,8,11,22,0.005235602094240838,0.038394415357766144,573,0,ESP,4.0,0,28,72,1920,0,0,Japan
1996,JPN,23,3,6,5,14,0.004966887417218543,0.023178807947019868,604,0,USA,4.0,0,32,76,1920,0,0,Japan
2000,JPN,15,5,8,5,18,0.0074962518740629685,0.026986506746626688,667,0,AUS,4.0,0,36,80,1920,0,0,Japan
2004,JPN,5,16,9,12,37,0.02391629297458894,0.05530642750373692,669,0,GRE,4.0,0,40,84,1920,0,0,Japan
2008,JPN,8,9,8,8,25,0.01337295690936107,0.03714710252600297,673,0,CHN,4.0,0,44,88,1920,0,0,Japan
2012,JPN,11,7,14,17,38,0.010447761194029851,0.056716417910447764,670,0,GBR,4.0,0,48,92,1920,0,0,Japan
2016,JPN,6,12,8,21,41,0.017595307917888565,0.060117302052785926,682,0,BRA,4.0,0,52,96,1920,0,0,Japan
2020,JPN,3,27,14,17,58,0.035479632063074903,0.07621550591327202,761,1,JPN,4.0,0,0,100,1920,0,0,Japan
2024,JPN,3,20,12,13,45,0.02710027100271003,0.06097560975609756,738,0,FRA,4.0,0,4,104,1920,0,0,Japan
1996,KAZ,24,3,4,4,11,0.004966887417218543,0.018211920529801324,604,0,USA,0.0,0,999,0,1996,1,5,Kazakhstan
2000,KAZ,22,3,4,0,7,0.004497751124437781,0.010494752623688156,667,0,AUS,4.0,0,999,4,1996,1,9,Kazakhstan
2004,KAZ,40,1,4,3,8,0.0014947683109118087,0.01195814648729447,669,0,GRE,4.0,0,999,8,1996,1,13,Kazakhstan
2008,KAZ,29,2,3,4,9,0.0029717682020802376,0.01337295690936107,673,0,CHN,4.0,0,999,12,1996,1,17,Kazakhstan
2012,KAZ,23,3,2,6,11,0.004477611940298508,0.016417910447761194,670,0,GBR,4.0,0,999,16,1996,1,21,Kazakhstan
2016,KAZ,30,2,5,10,17,0.002932551319648094,0.024926686217008796,682,0,BRA,4.0,0,999,20,1996,1,25,Kazakhstan
2020,KAZ,83,0,0,8,8,0.0,0.010512483574244415,761,0,JPN,4.0,0,999,24,1996,1,29,Kazakhstan
2024,KAZ,43,1,3,3,7,0.0013550135501355014,0.009485094850948509,738,0,FRA,4.0,0,999,28,1996,1,33,Kazakhstan
1964,KEN,35,0,0,1,1,0.0,0.002702702702702703,370,0,JPN,0.0,0,999,0,1964,0,0,Kenya
1968,KEN,14,3,4,2,9,0.007772020725388601,0.023316062176165803,386,0,MEX,4.0,0,999,4,1964,0,0,Kenya
1972,KEN,19,2,3,4,9,0.004555808656036446,0.02050113895216401,439,0,GER,4.0,0,999,8,1964,0,0,Kenya
1984,KEN,23,1,0,2,3,0.0020325203252032522,0.006097560975609756,492,0,USA,12.0,0,999,20,1964,0,0,Kenya
1988,KEN,13,5,2,2,9,0.00946969696969697,0.017045454545454544,528,0,KOR,4.0,0,999,24,1964,0,0,Kenya
1992,KEN,21,2,4,2,8,0.0034904013961605585,0.013961605584642234,573,0,ESP,4.0,0,999,28,1964,0,0,Kenya
1996,KEN,38,1,4,3,8,0.0016556291390728477,0.013245033112582781,604,0,USA,4.0,0,999,32,1964,0,0,Kenya
2000,KEN,29,2,3,2,7,0.0029985007496251873,0.010494752623688156,667,0,AUS,4.0,0,999,36,1964,0,0,Kenya
2004,KEN,41,1,4,2,7,0.0014947683109118087,0.01046337817638266,669,0,GRE,4.0,0,999,40,1964,0,0,Kenya
2008,KEN,13,6,4,6,16,0.008915304606240713,0.0237741456166419,673,0,CHN,4.0,0,999,44,1964,0,0,Kenya
2012,KEN,29,2,4,7,13,0.0029850746268656717,0.019402985074626865,670,0,GBR,4.0,0,999,48,1964,0,0,Kenya
2016,KEN,15,6,6,1,13,0.008797653958944282,0.01906158357771261,682,0,BRA,4.0,0,999,52,1964,0,0,Kenya
2020,KEN,19,4,4,2,10,0.005256241787122208,0.013140604467805518,761,0,JPN,4.0,0,999,56,1964,0,0,Kenya
2024,KEN,17,4,2,5,11,0.005420054200542005,0.014905149051490514,738,0,FRA,4.0,0,999,60,1964,0,0,Kenya
2000,KGZ,71,0,0,1,1,0.0,0.0014992503748125937,667,0,AUS,0.0,0,999,0,2000,1,9,Kyrgyzstan
2008,KGZ,64,0,1,2,3,0.0,0.004457652303120356,673,0,CHN,8.0,0,999,8,2000,1,17,Kyrgyzstan
2020,KGZ,70,0,2,1,3,0.0,0.003942181340341655,761,0,JPN,12.0,0,999,20,2000,1,29,Kyrgyzstan
2024,KGZ,68,0,2,4,6,0.0,0.008130081300813009,738,0,FRA,4.0,0,999,24,2000,1,33,Kyrgyzstan
1948,KOR,32,0,0,2,2,0.0,0.00641025641025641,312,0,GBR,0.0,1,999,0,1948,0,0,South Korea
1952,KOR,37,0,0,2,2,0.0,0.005917159763313609,338,0,FIN,4.0,0,999,4,1948,0,0,South Korea
1956,KOR,29,0,1,1,2,0.0,0.005847953216374269,342,0,AUS,4.0,0,999,8,1948,0,0,South Korea
1964,KOR,27,0,2,1,3,0.0,0.008108108108108109,370,0,JPN,8.0,0,999,16,1948,0,0,South Korea
1968,KOR,36,0,1,1,2,0.0,0.0051813471502590676,386,0,MEX,4.0,0,999,20,1948,0,0,South Korea
1972,KOR,33,0,1,0,1,0.0,0.002277904328018223,439,0,GER,4.0,0,999,24,1948,0,0,South Korea
1976,KOR,19,1,1,4,6,0.0022522522522522522,0.013513513513513514,444,0,CAN,4.0,0,999,28,1948,0,0,South Korea
1984,KOR,10,6,6,7,19,0.012195121951219513,0.03861788617886179,492,0,USA,8.0,0,999,36,1948,0,0,South Korea
1988,KOR,4,12,10,11,33,0.022727272727272728,0.0625,528,1,KOR,4.0,0,0,40,1948,0,0,South Korea
1992,KOR,7,12,5,12,29,0.020942408376963352,0.0506108202443281,573,0,ESP,4.0,0,4,44,1948,0,0,South Korea
1996,KOR,10,7,15,5,27,0.011589403973509934,0.04470198675496689,604,0,USA,4.0,0,8,48,1948,0,0,South Korea
2000,KOR,12,8,10,10,28,0.01199400299850075,0.041979010494752625,667,0,AUS,4.0,0,12,52,1948,0,0,South Korea
2004,KOR,9,9,12,9,30,0.013452914798206279,0.04484304932735426,669,0,GRE,4.0,0,16,56,1948,0,0,South Korea
2008,KOR,7,13,11,8,32,0.019316493313521546,0.0475482912332838,673,0,CHN,4.0,0,20,60,1948,0,0,South Korea
2012,KOR,5,13,9,9,31,0.019402985074626865,0.04626865671641791,670,0,GBR,4.0,0,24,64,1948,0,0,South Korea
2016,KOR,8,9,3,9,21,0.013196480938416423,0.030791788856304986,682,0,BRA,4.0,0,28,68,1948,0,0,South Korea
2020,KOR,16,6,4,10,20,0.00788436268068331,0.026281208935611037,761,0,JPN,4.0,0,32,72,1948,0,0,South Korea
2024,KOR,8,13,9,10,32,0.017615176151761516,0.04336043360433604,738,0,FRA,4.0,0,36,76,1948,0,0,South Korea
2016,KOS,54,1,0,0,1,0.001466275659824047,0.001466275659824047,682,0,BRA,0.0,0,999,0,2016,0,0,Kosovo
2020,KOS,42,2,0,0,2,0.002628120893561104,0.002628120893561104,761,0,JPN,4.0,0,999,4,2016,0,0,Kosovo
2024,KOS,73,0,1,1,2,0.0,0.0027100271002710027,738,0,FRA,4.0,0,999,8,2016,0,0,Kosovo
2000,KSA,61,0,1,1,2,0.0,0.0029985007496251873,667,0,AUS,0.0,0,999,0,2000,0,0,Saudi Arabia
2012,KSA,79,0,0,1,1,0.0,0.0014925373134328358,670,0,GBR,12.0,0,999,12,2000,0,0,Saudi Arabia
2020,KSA,77,0,1,0,1,0.0,0.001314060446780552,761,0,JPN,8.0,0,999,20,2000,0,0,Saudi Arabia
2000,KUW,71,0,0,1,1,0.0,0.0014992503748125937,667,0,AUS,0.0,0,999,0,2000,0,0,Kuwait
2012,KUW,79,0,0,1,1,0.0,0.0014925373134328358,670,0,GBR,12.0,0,999,12,2000,0,0,Kuwait
2020,KUW,86,0,0,1,1,0.0,0.001314060446780552,761,0,JPN,8.0,0,999,20,2000,0,0,Kuwait
1932,LAT,22,0,1,0,1,0.0,0.0037313432835820895,268,0,USA,0.0,0,999,0,1932,1,-59,Latvia
1936,LAT,24,0,1,1,2,0.0,0.006622516556291391,302,0,GER,4.0,0,999,4,1932,1,-55,Latvia
1992,LAT,40,0,2,1,3,0.0,0.005235602094240838,573,0,ESP,56.0,0,999,60,1932,1,1,Latvia
1996,LAT,61,0,1,0,1,0.0,0.0016556291390728477,604,0,USA,4.0,0,999,64,1932,1,5,Latvia
2000,LAT,44,1,1,1,3,0.0014992503748125937,0.004497751124437781,667,0,AUS,4.0,0,999,68,1932,1,9,Latvia
2004,LAT,58,0,4,0,4,0.0,0.005979073243647235,669,0,GRE,4.0,0,999,72,1932,1,13,Latvia
2008,LAT,46,1,1,1,3,0.0014858841010401188,0.004457652303120356,673,0,CHN,4.0,0,999,76,1932,1,17,Latvia
2012,LAT,48,1,0,1,2,0.0014925373134328358,0.0029850746268656717,670,0,GBR,4.0,0,999,80,1932,1,21,Latvia
2020,LAT,59,1,0,1,2,0.001314060446780552,0.002628120893561104,761,0,JPN,8.0,0,999,88,1932,1,29,Latvia
1952,LBN,32,0,1,1,2,0.0,0.005917159763313609,338,0,FIN,0.0,0,999,0,1952,0,0,Lebanon
1972,LBN,33,0,1,0,1,0.0,0.002277904328018223,439,0,GER,20.0,0,999,20,1952,0,0,Lebanon
1980,LBN,35,0,0,1,1,0.0,0.0022026431718061676,454,0,RUS,8.0,0,999,28,1952,0,0,Lebanon
2024,LCA,55,1,1,0,2,0.0013550135501355014,0.0027100271002710027,738,0,FRA,0.0,0,999,0,2024,0,0,Saint Lucia
1992,LTU,34,1,0,1,2,0.0017452006980802793,0.0034904013961605585,573,0,ESP,0.0,0,999,0,1992,1,1,Lithuania
1996,LTU,71,0,0,1,1,0.0,0.0016556291390728477,604,0,USA,4.0,0,999,4,1992,1,5,Lithuania
2000,LTU,33,2,0,3,5,0.0029985007496251873,0.0074962518740629685,667,0,AUS,4.0,0,999,8,1992,1,9,Lithuania
2004,LTU,45,1,2,0,3,0.0014947683109118087,0.004484304932735426,669,0,GRE,4.0,0,999,12,1992,1,13,Lithuania
2008,LTU,57,0,3,2,5,0.0,0.007429420505200594,673,0,CHN,4.0,0,999,16,1992,1,17,Lithuania
2012,LTU,35,2,0,3,5,0.0029850746268656717,0.007462686567164179,670,0,GBR,4.0,0,999,20,1992,1,21,Lithuania
2016,LTU,65,0,1,3,4,0.0,0.005865102639296188,682,0,BRA,4.0,0,999,24,1992,1,25,Lithuania
2020,LTU,77,0,1,0,1,0.0,0.001314060446780552,761,0,JPN,4.0,0,999,28,1992,1,29,Lithuania
2024,LTU,70,0,2,2,4,0.0,0.005420054200542005,738,0,FRA,4.0,0,999,32,1992,1,33,Lithuania
1900,LUX,14,1,0,0,1,0.00423728813559322,0.00423728813559322,236,0,FRA,0.0,0,999,0,1900,0,0,Luxembourg
1920,LUX,19,0,1,0,1,0.0,0.0027548209366391185,363,0,BEL,20.0,1,999,20,1900,0,0,Luxembourg
1952,LUX,27,1,0,0,1,0.0029585798816568047,0.0029585798816568047,338,0,FIN,32.0,0,999,52,1900,0,0,Luxembourg
1960,MAR,32,0,1,0,1,0.0,0.0029411764705882353,340,0,ITA,0.0,0,999,0,1960,0,0,Morocco
1984,MAR,18,2,0,0,2,0.0040650406504065045,0.0040650406504065045,492,0,USA,24.0,0,999,24,1960,0,0,Morocco
1988,MAR,28,1,0,2,3,0.001893939393939394,0.005681818181818182,528,0,KOR,4.0,0,999,28,1960,0,0,Morocco
1992,MAR,31,1,1,1,3,0.0017452006980802793,0.005235602094240838,573,0,ESP,4.0,0,999,32,1960,0,0,Morocco
1996,MAR,68,0,0,2,2,0.0,0.0033112582781456954,604,0,USA,4.0,0,999,36,1960,0,0,Morocco
2000,MAR,58,0,1,4,5,0.0,0.0074962518740629685,667,0,AUS,4.0,0,999,40,1960,0,0,Morocco
2004,MAR,37,2,1,0,3,0.0029895366218236174,0.004484304932735426,669,0,GRE,4.0,0,999,44,1960,0,0,Morocco
2008,MAR,68,0,1,1,2,0.0,0.0029717682020802376,673,0,CHN,4.0,0,999,48,1960,0,0,Morocco
2012,MAR,79,0,0,1,1,0.0,0.0014925373134328358,670,0,GBR,4.0,0,999,52,1960,0,0,Morocco
2016,MAR,78,0,0,1,1,0.0,0.001466275659824047,682,0,BRA,4.0,0,999,56,1960,0,0,Morocco
2020,MAR,63,1,0,0,1,0.001314060446780552,0.001314060446780552,761,0,JPN,4.0,0,999,60,1960,0,0,Morocco
2024,MAR,60,1,0,1,2,0.0013550135501355014,0.0027100271002710027,738,0,FRA,4.0,0,999,64,1960,0,0,Morocco
1992,MAS,54,0,0,1,1,0.0,0.0017452006980802793,573,0,ESP,0.0,0,999,0,1992,0,0,Malaysia
1996,MAS,58,0,1,1,2,0.0,0.0033112582781456954,604,0,USA,4.0,0,999,4,1992,0,0,Malaysia
